,Title,Rating,Release Date,Runtime,Genres
14348,Humpty Sharma Ki Dulhania,6.3,7/11/2014,133,"Drama, Comedy, Romance"
14349,Only God Can Judge Me,6.9,1/25/2018,100,"Thriller, Drama, Crime"
14350,The Hills Have Eyes 2,5.5,3/22/2007,89,"Horror, Thriller"
14351,The Visitor,5.5,10/7/2022,86,"Horror, Mystery, Thriller"
14352,Text,6.6,10/24/2019,132,"Drama, Thriller"
14353,Ikarie XB 1,6.9,7/26/1963,88,Science Fiction
14354,Jungle Beat: The Movie,7.0,6/26/2020,84,"Family, Animation, Science Fiction, Comedy"
14355,D3: The Mighty Ducks,6.0,10/4/1996,104,"Comedy, Action, Family, Drama"
14356,Red Beard,8.1,4/3/1965,185,Drama
14357,Baby Face,7.2,7/13/1933,76,Drama
14358,Ghost in the Shell,7.9,11/18/1995,82,"Action, Animation, Science Fiction"
14359,El Amarre,7.0,10/21/2021,77,Horror
14360,Management,5.4,2/8/2009,94,"Comedy, Drama, Romance"
14361,Freaky Deaky,5.1,4/22/2012,90,Comedy
14362,The Devil's Advocate,7.5,10/17/1997,144,"Drama, Mystery, Thriller, Horror"
14363,This Special Friendship,8.1,9/4/1964,96,"Drama, Romance"
14364,The Barefoot Contessa,6.8,9/29/1954,128,Drama
14365,Maquia: When the Promised Flower Blooms,8.2,2/24/2018,115,"Animation, Fantasy, Drama"
14366,Balls Out: Gary the Tennis Coach,5.1,1/13/2009,87,Comedy
14367,Moonlight and Valentino,5.6,9/29/1995,100,"Comedy, Drama, Romance"
14368,Thank You for Smoking,7.2,9/9/2005,92,"Comedy, Drama"
14369,The Guardian,7.1,9/28/2006,139,"Action, Adventure, Drama"
14370,Downhill,5.8,10/24/1927,106,"Drama, Adventure"
14371,Coriolanus,5.9,2/14/2011,123,"Drama, Thriller"
14372,Insidious,6.9,3/31/2011,103,"Horror, Thriller"
14373,Time,6.9,10/9/2020,81,Documentary
14374,Lords of Chaos,6.8,9/20/2018,118,"Drama, Music, Horror, Thriller"
14375,The Ghost and the Darkness,6.7,10/11/1996,109,"Adventure, Action, Thriller"
14376,Kidnapped,5.9,6/17/2010,85,"Horror, Thriller"
14377,Road Games,5.3,9/10/2015,95,"Horror, Thriller"
14378,Alexander,5.9,11/21/2004,175,"War, History, Action, Adventure, Drama, Romance"
14379,Murder at 1600,6.1,4/18/1997,107,"Action, Drama, Mystery, Thriller, Crime"
14380,Going My Way,6.8,5/15/1944,126,"Comedy, Drama, Music"
14381,Far Far Away Idol,6.4,11/5/2004,10,"Music, Comedy, Animation"
14382,Doors,4.9,3/23/2021,84,Science Fiction
14383,Suicide Forest Village,6.8,2/5/2021,117,"Horror, Mystery, Drama"
14384,Dragon Inn,7.2,8/22/1992,104,Action
14385,Monster High: Escape from Skull Shores,7.7,2/16/2012,45,"Animation, Family, Fantasy"
14386,Ignorance Is Bliss,5.9,2/23/2017,102,Comedy
14387,Dance of the Vampires,7.0,11/13/1967,108,"Comedy, Horror"
14388,Guns of the Magnificent Seven,5.1,7/14/1969,105,Western
14389,The Ash Lad: In the Hall of the Mountain King,6.8,9/29/2017,100,"Adventure, Fantasy"
14390,Wizards of Waverly Place: The Movie,6.6,8/28/2009,94,"Family, TV Movie, Adventure, Comedy, Drama, Fantasy, Action"
14391,Guarding Tess,6.0,3/11/1994,96,"Comedy, Drama"
14392,The Land Before Time IV: Journey Through the Mists,6.2,11/1/1996,74,"Adventure, Animation, Comedy, Family"
14393,Lammbock,6.9,8/23/2001,93,Comedy
14394,One on Top of the Other,6.6,8/15/1969,108,"Mystery, Thriller, Horror"
14395,Grace Is Gone,6.4,12/7/2007,85,Drama
14396,Phantom,5.8,1/3/2013,99,Thriller
14397,Diplomacy,7.0,3/5/2014,84,"Drama, History, War"
14398,Louis C.K.: Live at the Beacon Theater,7.8,12/10/2011,62,Comedy
14399,Seoul Station,6.5,8/17/2016,92,"Animation, Horror, Science Fiction, Action, Adventure, Thriller"
14400,The Miracle,7.1,1/1/2015,136,"Comedy, Drama, Romance"
14401,Rise,7.5,3/30/2022,117,"Comedy, Drama"
14402,Youtopia,5.4,4/25/2018,94,Drama
14403,LOL (Laughing Out Loud),6.5,2/4/2009,103,Comedy
14404,"To Wong Foo, Thanks for Everything! Julie Newmar",7.3,9/7/1995,109,Comedy
14405,Malone,6.0,5/1/1987,92,"Action, Thriller"
14406,Inferno,6.1,9/25/1999,95,"Action, Drama, Romance"
14407,My Christmas Inn,6.0,11/21/2018,88,"Romance, TV Movie"
14408,National Security,5.9,1/17/2003,89,"Action, Comedy, Crime"
14409,Radio Rebel,6.2,6/9/2012,90,"Comedy, Drama, Family, TV Movie"
14410,The Lost Patient,5.9,11/25/2022,93,"Thriller, Mystery, TV Movie, Drama"
14411,Rebound,5.5,7/1/2005,103,"Comedy, Family"
14412,Barely Legal,6.1,10/21/2005,90,Comedy
14413,Fast and Furry-ous,6.9,9/17/1949,7,"Animation, Comedy, Family"
14414,Summer of '92,6.5,8/27/2015,110,"Drama, Comedy"
14415,Cop Car,5.9,1/24/2015,88,Thriller
14416,Blood and Money,5.3,5/15/2020,89,"Thriller, Crime, Drama, Action"
14417,Father of the Bride,6.4,12/20/1991,105,"Comedy, Romance"
14418,The Wild Soccer Bunch 4,5.4,2/1/2007,110,"Comedy, Family, Adventure"
14419,Crystal Moon,5.2,6/22/1990,90,"Romance, Comedy, Family, Fantasy"
14420,Rugrats in Paris: The Movie,6.6,11/17/2000,78,"Family, Animation, Adventure, Comedy"
14421,Jane Got a Gun,5.8,12/31/2015,98,"Western, Action, Drama"
14422,Window Wonderland,5.6,11/23/2013,90,"Romance, Comedy, TV Movie"
14423,Designing Woman,6.5,5/16/1957,118,"Comedy, Romance"
14424,Couch Potatoes,5.3,11/23/2017,103,Comedy
14425,Breakin' 2: Electric Boogaloo,5.0,12/21/1984,94,"Drama, Music"
14426,Solino,7.0,9/23/2002,120,"Comedy, Drama, Romance"
14427,Hôtel du Nord,7.3,12/17/1938,97,"Romance, Drama"
14428,Nil by Mouth,6.9,5/8/1997,128,Drama
14429,The Gentlemen,7.7,1/1/2020,113,"Comedy, Crime"
14430,Dragon Ball: The Magic Begins,4.0,11/30/1991,86,"Action, Adventure, Fantasy, Comedy"
14431,Selfie from Hell,3.7,1/25/2018,75,"Mystery, Horror"
14432,The New Monsters,6.9,12/15/1977,115,Comedy
14433,One Magic Christmas,5.6,11/22/1985,88,"Family, Fantasy"
14434,The Unsaid,6.7,9/14/2001,111,Thriller
14435,Magic Mike,6.2,6/28/2012,110,"Drama, Comedy"
14436,Shadow Man,4.3,9/5/2006,91,"Action, Adventure, Thriller"
14437,The Charge of the Light Brigade,6.5,10/20/1936,111,"Drama, Adventure, War"
14438,Countdown,4.9,4/5/2016,91,"Action, Crime, Mystery"
14439,We Won't Grow Old Together,7.3,5/3/1972,110,"Romance, Drama"
14440,Heaven Knows What,6.6,5/29/2015,97,"Drama, Crime"
14441,Please Don't Eat the Daisies,6.2,3/31/1960,112,"Comedy, Family, Romance"
14442,Pawn Shop Chronicles,5.7,7/12/2013,107,"Action, Comedy"
14443,Blue Exorcist: The Movie,7.3,12/28/2012,88,"Animation, Fantasy, Mystery, Horror, Action"
14444,Willy Wonka & the Chocolate Factory,7.5,6/29/1971,99,"Family, Fantasy, Comedy"
14445,Mighty Joe Young,6.2,12/25/1998,114,"Adventure, Family, Action, Fantasy"
14446,Blue Valentine,6.9,12/16/2010,112,"Drama, Romance"
14447,The Duchess,7.0,9/5/2008,110,"Drama, History, Romance"
14448,Wake Up Sid,7.1,10/2/2009,138,"Comedy, Drama, Romance"
14449,DeepStar Six,5.4,1/13/1989,105,"Action, Horror, Thriller, Science Fiction"
14450,Corpus Christi,7.7,9/10/2019,116,Drama
14451,All Quiet on the Western Front,7.8,4/29/1930,134,"Drama, War"
14452,Demetrius and the Gladiators,6.8,6/16/1954,101,"Adventure, History"
14453,They Wait,5.3,9/6/2007,89,"Horror, Mystery, Thriller"
14454,Falcon Rising,6.2,9/5/2014,103,"Adventure, Action"
14455,Puff: Wonders of the Reef,7.7,10/1/2021,59,Documentary
14456,Standard Operating Procedure,6.9,2/12/2008,117,Documentary
14457,Guinea Pig 2: Flower of Flesh and Blood,4.7,10/7/1985,42,Horror
14458,Don't Worry Darling,6.8,9/21/2022,123,"Thriller, Mystery, Drama"
14459,Bridget Jones: The Edge of Reason,6.2,11/10/2004,108,"Comedy, Romance"
14460,The Married Couple of the Year Two,6.6,4/7/1971,98,"Adventure, Comedy, History"
14461,Soldier,6.4,10/23/1998,99,"Science Fiction, Action"
14462,Appointment with Death,6.0,4/15/1988,102,"Thriller, Crime, Mystery, Drama"
14463,The Wizard of Oz,7.6,8/15/1939,102,"Adventure, Fantasy, Family"
14464,Boyhood,7.5,6/5/2014,166,Drama
14465,Nativity 2: Danger in the Manger!,5.2,11/23/2012,105,"Comedy, Family"
14466,God Told Me To,5.8,10/22/1976,91,"Crime, Horror, Mystery, Science Fiction"
14467,Dark Ride,4.6,10/20/2006,94,"Horror, Thriller"
14468,Saga of Tanya the Evil: The Movie,8.1,2/8/2019,98,"Animation, Action, War, Fantasy"
14469,House of Games,6.8,10/11/1987,102,"Crime, Drama, Mystery, Thriller"
14470,Freud: The Secret Passion,6.4,12/12/1962,140,Drama
14471,Memories of My Melancholy Whores,6.6,10/13/2011,90,"Drama, Romance"
14472,Rabbit Fire,7.4,5/19/1951,7,"Animation, Action, Comedy, Family"
14473,A League of Their Own,7.2,7/1/1992,128,"Comedy, Drama"
14474,The Summers of IT: Chapter Two,7.2,12/10/2019,169,"Horror, Drama, Fantasy"
14475,"The Goods: Live Hard, Sell Hard",5.4,5/29/2009,90,Comedy
14476,Hail the Judge,7.1,3/31/1994,106,Comedy
14477,Berberian Sound Studio,6.0,8/30/2012,92,"Horror, Drama, Thriller"
14478,Don't Tell a Soul,6.7,9/8/2020,83,Crime
14479,Tank Girl,5.4,3/31/1995,98,"Action, Comedy, Science Fiction"
14480,Largo Winch II,5.9,2/16/2011,119,"Action, Adventure, Thriller"
14481,Hotel Desire,6.0,12/7/2011,38,"Drama, Romance"
14482,Brain Drain,5.3,4/18/2009,105,Comedy
14483,Cold Sweat,5.7,12/18/1970,94,"Thriller, Action"
14484,Military Wives,6.6,3/6/2020,113,Drama
14485,Eegah,2.6,6/8/1962,90,Horror
14486,Places in the Heart,7.1,9/11/1984,111,Drama
14487,High Tension,6.7,6/18/2003,90,"Horror, Thriller, Mystery"
14488,Quarantine,5.7,10/10/2008,89,"Horror, Science Fiction, Thriller"
14489,April 9th,6.7,3/12/2015,93,"Drama, War, History"
14490,Kirikou and the Wild Beasts,6.3,12/7/2005,75,"Adventure, Animation, Family, Fantasy"
14491,Gad Elmaleh: American Dream,6.7,3/6/2018,57,Comedy
14492,The Burnt Orange Heresy,5.6,3/6/2020,99,"Mystery, Thriller, Crime"
14493,Wild Target,6.4,6/17/2010,98,"Action, Comedy"
14494,My Stepmother Is an Alien,5.7,12/9/1988,108,"Comedy, Science Fiction"
14495,Chip an' Dale,6.7,11/28/1947,7,"Animation, Comedy"
14496,6 Years,5.4,3/14/2015,84,"Romance, Drama"
14497,Downloading Nancy,5.3,1/21/2008,102,Thriller
14498,Trick 'r Treat,7.0,10/26/2007,82,"Horror, Comedy"
14499,The Hit,6.4,9/12/1984,98,"Drama, Thriller, Crime, Action"
14500,Theater Camp,6.5,7/13/2023,93,Comedy
14501,Scarecrow,7.0,4/11/1973,112,Drama
14502,While She Was Out,5.3,10/27/2008,86,"Drama, Horror, Thriller"
14503,Knock Down the House,7.3,1/27/2019,86,Documentary
14504,The Move of the Penguin,5.6,3/6/2014,96,Comedy
14505,Commando,6.7,10/3/1985,90,"Action, Adventure, Thriller"
14506,Avatar: Creating the World of Pandora,6.8,2/7/2010,23,Documentary
14507,Slipstream,5.2,2/3/2005,89,Science Fiction
14508,Samurai Cop 2: Deadly Vengeance,3.8,10/9/2015,90,"Action, Comedy, Crime, Thriller"
14509,Revanche,7.2,5/16/2008,121,"Crime, Drama, Romance"
14510,The Heat,6.6,6/27/2013,117,"Action, Comedy, Crime"
14511,Surf Ninjas,5.0,8/12/1993,87,"Action, Adventure, Comedy, Family"
14512,The Boy from Medellín,5.8,9/11/2020,95,"Music, Documentary"
14513,The Lost Prince,5.7,2/12/2020,101,"Fantasy, Adventure, Comedy"
14514,Unleashed,6.3,8/25/2017,96,"Romance, Comedy, Science Fiction"
14515,The Forty-Year-Old Version,6.7,1/25/2020,123,"Comedy, Drama, Music"
14516,Hellraiser: Inferno,5.4,10/31/2000,99,"Horror, Thriller, Mystery"
14517,The Snapper,6.5,8/6/1993,91,"Comedy, Drama"
14518,The Lawnmower Man,5.5,3/5/1992,108,"Science Fiction, Horror"
14519,Isi & Ossi,7.0,2/14/2020,113,"Romance, Comedy"
14520,Round Da Way,6.8,6/17/2009,96,"Animation, Comedy"
14521,21 Up,7.4,5/9/1977,100,Documentary
14522,You Deserve a Lover,5.9,9/11/2019,102,Drama
14523,Fallen Art,7.0,9/23/2004,6,"Animation, Comedy, War, Drama"
14524,Jinn,4.0,4/4/2014,97,Thriller
14525,Beyond the Boundary: I'll Be Here – Past,6.9,3/15/2015,82,"Animation, Fantasy, Action, Drama, Comedy"
14526,Inner Workings,7.9,11/23/2016,7,"Animation, Family, Comedy"
14527,The World is Ours,6.3,6/22/2012,87,Comedy
14528,Reinventing Marvin,6.7,11/22/2017,115,Drama
14529,"Welcome, or No Trespassing",7.7,10/9/1964,74,"Comedy, Family"
14530,The Little Things,6.3,1/28/2021,128,"Crime, Drama, Thriller"
14531,Hagazussa,5.7,5/17/2018,102,"Horror, Drama, Fantasy"
14532,Hello Again - A Wedding A Day,5.8,9/17/2020,92,"Comedy, Romance"
14533,The Detective,6.4,9/25/2007,109,"Drama, Thriller, Crime"
14534,"War and Peace, Part I: Andrei Bolkonsky",8.0,3/14/1966,147,"War, Drama, History"
14535,Pig,6.7,7/16/2021,92,"Drama, Thriller"
14536,Scorpio Rising,6.6,10/10/1969,28,Music
14537,Ferro,7.8,11/6/2020,77,"Documentary, Music"
14538,Grand Hotel,6.9,5/25/1932,112,"Drama, Romance"
14539,Palo Alto,6.1,12/29/2013,100,Drama
14540,The Most Hated Woman in America,6.1,3/24/2017,91,"Crime, Drama"
14541,Femme Fatale,6.2,4/30/2002,114,"Mystery, Crime, Thriller"
14542,Revenge of the Nerds IV: Nerds In Love,4.7,9/10/1994,92,Comedy
14543,Milano-Palermo: Il Ritorno,5.6,11/23/2007,0,"Action, Crime, Drama"
14544,Bhool Bhulaiyaa,6.6,10/12/2007,151,"Comedy, Horror, Thriller"
14545,Pokémon the Movie: Volcanion and the Mechanical Marvel,6.7,7/16/2016,97,"Family, Adventure, Animation, Fantasy, Science Fiction"
14546,The Black Balloon,6.6,3/8/2008,97,Drama
14547,Little Accidents,5.4,4/4/2014,105,Drama
14548,Despicable Me,7.2,7/8/2010,95,"Family, Animation, Comedy"
14549,Out Live,6.5,7/1/2000,118,"Drama, Action, Fantasy"
14550,"I Love You, Beth Cooper",5.9,7/10/2009,102,"Comedy, Romance"
14551,Homeless to Harvard: The Liz Murray Story,7.4,4/7/2003,104,"Drama, TV Movie"
14552,Door Lock,7.3,12/5/2018,102,"Thriller, Crime, Mystery"
14553,Animal Factory,6.3,10/13/2000,91,"Crime, Drama"
14554,BlacKkKlansman,7.5,8/9/2018,136,"Comedy, Crime, Drama"
14555,Suspect,6.5,10/23/1987,121,"Crime, Drama, Thriller"
14556,The Corporation,7.7,9/10/2003,145,Documentary
14557,No and Me,6.1,11/17/2010,105,Drama
14558,Hysteria,6.7,6/6/2011,100,"Comedy, Romance"
14559,Son of the White Mare,7.6,10/22/1981,86,"Adventure, Animation, Fantasy"
14560,The Shaggy Dog,4.9,3/9/2006,98,"Comedy, Family"
14561,The Mountain II,7.5,11/4/2016,135,"War, Drama"
14562,Rock Dog 2: Rock Around the Park,6.5,8/5/2021,90,"Animation, Comedy, Music, Family"
14563,Who Can Kill a Child?,7.1,4/26/1976,112,"Drama, Horror, Thriller"
14564,Hyena Road,6.6,10/9/2015,120,"War, Drama, Thriller, Action"
14565,The Substitute 2: School's Out,5.8,8/1/1998,89,"Action, Mystery, Thriller"
14566,Shotgun Stories,7.0,10/1/2007,92,"Drama, Thriller"
14567,Return to... Return to Nuke 'Em High aka Vol. 2,6.6,1/15/2017,72,"Comedy, Horror"
14568,The High Sign,7.1,4/18/1921,21,"Crime, Comedy"
14569,La Croisière,5.0,8/17/2011,0,Comedy
14570,Red Sands,4.4,2/24/2009,89,"Action, War, Horror"
14571,Astronaut: The Last Push,5.2,6/1/2012,90,Science Fiction
14572,Half a Loaf of Kung Fu,6.3,6/30/1978,97,"Comedy, Action"
14573,The Hi-Lo Country,6.1,12/30/1998,114,"Drama, Romance, Western"
14574,Tommaso,5.4,9/8/2016,97,Drama
14575,The Miracle Season,7.3,4/13/2018,100,Drama
14576,Last Sentinel,5.7,3/17/2023,112,"Science Fiction, Thriller, Drama"
14577,The Accidental Husband,5.5,2/29/2008,90,"Comedy, Romance"
14578,The Man with One Red Shoe,5.7,7/18/1985,90,"Action, Comedy"
14579,Gozu,6.8,7/11/2003,130,"Crime, Thriller, Horror, Mystery"
14580,Katy Perry: Part of Me,7.1,6/28/2012,93,"Documentary, Music"
14581,Little Monsters,5.8,8/25/1989,102,"Adventure, Fantasy, Comedy, Family"
14582,Pickup on South Street,7.4,5/27/1953,80,"Crime, Thriller, Romance"
14583,Burrow,7.5,12/25/2020,6,"Animation, Family, Comedy"
14584,Old Boys,6.8,6/22/2018,96,Comedy
14585,Gator,5.2,8/25/1976,115,"Drama, Crime, Action"
14586,Away,6.3,11/15/2019,75,"Animation, Drama, Adventure, Fantasy"
14587,Bent,6.9,11/26/1997,105,"Drama, History, Romance"
14588,Accattone,7.7,9/25/1961,117,Drama
14589,Assault on Wall Street,5.9,6/30/2013,99,"Drama, Thriller, Action"
14590,What We Wanted,5.9,11/11/2020,94,Drama
14591,A Detective Story,7.0,4/4/2003,10,"Science Fiction, Animation, Crime"
14592,Spirits of the Dead,6.3,5/16/1968,121,"Drama, Mystery, Horror"
14593,Before the Revolution,7.1,5/13/1964,107,"Romance, Drama"
14594,Encounter,6.4,12/3/2021,108,"Science Fiction, Mystery, Thriller, Drama"
14595,Taken 3,6.2,12/16/2014,109,"Thriller, Action"
14596,Black or White,6.8,9/6/2014,121,Drama
14597,Boris - Il film,6.9,4/1/2011,108,Comedy
14598,Dream Boy,6.1,10/24/2008,88,"Drama, Romance"
14599,She Dies Tomorrow,5.2,7/31/2020,85,Drama
14600,The Wild Blue Yonder,6.0,9/5/2005,81,"Drama, Science Fiction, Comedy"
14601,Ju-on: The Grudge,6.7,10/18/2002,92,Horror
14602,The Gendarme in New York,6.3,10/28/1965,95,Comedy
14603,Mortal Kombat Legends: Battle of the Realms,7.7,8/31/2021,80,"Animation, Action, Fantasy"
14604,Fertile Ground,4.2,1/28/2011,95,Horror
14605,"Night Is Short, Walk On Girl",7.5,4/7/2017,93,"Comedy, Romance, Animation, Fantasy"
14606,The Boy Who Harnessed the Wind,7.9,2/14/2019,113,"Drama, History, Family"
14607,Hidden 3D,3.2,4/21/2011,82,"Horror, Thriller"
14608,Babylon,7.4,12/22/2022,189,"Drama, Comedy"
14609,Here on Earth,6.0,3/24/2000,96,"Romance, Drama"
14610,Seasons,6.9,1/27/2016,96,Documentary
14611,Megamind: The Button of Doom,6.7,2/25/2011,16,"Animation, Action, Comedy, Family"
14612,The Crocodiles: All for One,6.9,1/20/2011,81,"Action, Family, Adventure, Drama, Comedy"
14613,Gabriel Iglesias: Hot and Fluffy,7.4,8/4/2007,60,Comedy
14614,Friends Jokes,6.4,9/1/2006,90,"Comedy, TV Movie"
14615,Crossing Over,6.1,2/10/2009,113,"Crime, Drama"
14616,Dead Ringer,6.9,2/19/1964,115,"Crime, Drama, Thriller"
14617,Machine Gun Preacher,6.7,9/23/2011,129,"Action, Thriller, Crime"
14618,Ana and Bruno,7.7,9/1/2017,96,"Animation, Adventure, Family"
14619,The Great Battle,6.8,9/19/2018,135,"War, History, Action"
14620,Sexual Chronicles of a French Family,5.1,5/9/2012,85,"Comedy, Drama"
14621,My Big Gay Italian Wedding,5.7,3/1/2018,90,Comedy
14622,The Twins Effect,6.0,3/8/2003,107,"Action, Comedy, Horror"
14623,The Guru,5.1,8/21/2002,91,"Comedy, Romance"
14624,Quand on crie au loup,4.3,7/3/2019,83,Comedy
14625,Escobar: Paradise Lost,6.3,10/11/2014,120,"Thriller, Romance"
14626,What's the Worst That Could Happen?,5.4,5/31/2001,94,"Action, Comedy, Crime"
14627,Star Trek Beyond,6.8,7/7/2016,122,"Action, Adventure, Science Fiction"
14628,Avengers: Endgame,8.3,4/24/2019,181,"Adventure, Science Fiction, Action"
14629,Take Me Home,6.5,3/2/2011,97,"Drama, Comedy, Romance"
14630,Freaks of Nature,6.1,10/30/2015,92,"Science Fiction, Comedy, Horror"
14631,Blue Jean,7.1,2/10/2023,97,Drama
14632,Almost Human,4.7,2/26/2014,80,"Horror, Science Fiction"
14633,Love Is Strange,6.4,2/7/2014,98,Drama
14634,Underground,7.8,4/11/1995,170,"Comedy, Drama, War"
14635,Morning Glory,6.3,11/10/2010,107,"Drama, Comedy, Romance"
14636,The Eye,6.6,5/9/2002,98,Horror
14637,Elizabethtown,6.2,10/14/2005,123,"Comedy, Drama, Romance"
14638,The Guardian Brothers,5.8,6/25/2015,103,"Animation, Family, Fantasy"
14639,Dune,7.8,9/15/2021,155,"Science Fiction, Adventure"
14640,I'll Follow You Down,6.0,7/28/2013,93,"Science Fiction, Drama, Mystery"
14641,Sidewalls,7.5,2/1/2011,95,"Drama, Romance"
14642,Swimming with Sharks,6.6,9/10/1994,93,"Crime, Comedy"
14643,I Am Mother,6.7,6/7/2019,114,"Science Fiction, Thriller"
14644,Battle at Big Rock,6.9,9/15/2019,11,"Action, Adventure, Science Fiction"
14645,Mostly Martha,6.7,9/9/2001,106,"Romance, Drama, Comedy"
14646,Bionicle: Mask of Light,6.1,9/15/2003,74,"Action, Adventure, Animation, Family, Science Fiction, Fantasy"
14647,The Vow,7.2,2/5/2012,104,"Drama, Romance"
14648,Go! The Unforgettable Party,7.5,11/15/2019,60,"Music, Family"
14649,xXx: State of the Union,5.0,4/27/2005,101,"Action, Adventure, Crime, Mystery, Thriller"
14650,The Whip and the Body,6.5,8/29/1963,87,"Drama, Horror"
14651,Tintin and the Lake of Sharks,6.1,12/13/1972,81,"Adventure, Mystery, Family, Animation"
14652,Moontrap,4.7,4/28/1989,92,"Horror, Science Fiction"
14653,Trance,6.6,3/27/2013,101,"Thriller, Crime, Drama, Mystery"
14654,Mulholland Drive,7.8,6/6/2001,147,"Thriller, Drama, Mystery"
14655,Tuff Turf,5.8,1/11/1985,112,"Drama, Action, Romance"
14656,Guess Who's Coming to Dinner,7.6,12/11/1967,108,"Drama, Comedy, Romance"
14657,Becoming Jane,7.3,3/2/2007,120,"Romance, Drama"
14658,Il Divo,7.6,5/28/2008,113,Drama
14659,The Return,6.0,3/31/1980,86,"Mystery, Thriller, Science Fiction"
14660,Biggie & Tupac,6.4,1/11/2002,107,"Music, Documentary"
14661,Changeling,7.6,10/24/2008,141,"Crime, Drama, Mystery"
14662,Hana & Alice,6.9,3/13/2004,135,"Drama, Comedy, Romance"
14663,WWE Wrestlemania XXVI,7.8,3/28/2010,240,Action
14664,The Bridge at Remagen,6.7,6/25/1969,117,"War, Action"
14665,You Don't Know Jack,7.1,4/14/2010,134,"Drama, TV Movie"
14666,Mystic River,7.7,3/3/2003,138,"Thriller, Crime, Drama, Mystery"
14667,Nightbooks,6.2,9/15/2021,103,"Fantasy, Family, Horror"
14668,Mary and Max,7.9,2/9/2009,92,"Animation, Comedy, Drama"
14669,The Wind,7.5,9/15/1928,76,"Drama, Romance, Western"
14670,Zazie dans le Métro,6.6,10/28/1960,93,"Comedy, Fantasy"
14671,Beautiful Disaster,6.6,4/4/2023,96,"Romance, Drama, Comedy"
14672,When a Man Loves a Woman,6.5,4/29/1994,126,"Drama, Romance"
14673,The Polka King,5.6,1/22/2017,95,Comedy
14674,Girl vs. Monster,6.3,10/12/2012,89,"Family, Comedy, Science Fiction, TV Movie"
14675,Cranston Academy: Monster Zone,6.1,4/29/2020,80,"Adventure, Science Fiction, Animation, Fantasy, Horror"
14676,Everyone's Hero,5.9,8/4/2006,87,"Adventure, Animation, Comedy, Family"
14677,City of Angels,6.8,4/10/1998,114,"Romance, Drama, Fantasy"
14678,Gamera: Guardian of the Universe,7.5,3/11/1995,96,"Fantasy, Science Fiction, Horror"
14679,Bullet,6.2,3/1/1996,100,"Action, Drama, Thriller"
14680,Alive,6.1,9/18/2020,91,"Horror, Thriller"
14681,Shine,7.4,8/15/1996,105,Drama
14682,Breaking In,6.0,5/5/2018,88,"Thriller, Crime, Action"
14683,Hollywood or Bust,6.1,12/6/1956,95,Comedy
14684,Love at Second Sight,7.0,1/18/2019,117,"Comedy, Drama, Romance, Fantasy"
14685,Bad Ass,5.8,4/12/2012,90,"Action, Drama"
14686,Retribution,6.8,9/21/2015,101,"Thriller, Drama"
14687,Gone Girl,7.9,10/1/2014,149,"Mystery, Thriller, Drama"
14688,You Can't Save Yourself Alone,6.5,3/5/2015,103,Drama
14689,The Princess Switch 3: Romancing the Star,6.9,11/18/2021,106,"Romance, Comedy"
